Device,Name,ObjectType,Instance
1210212,AI_1,1,1
1210212,AV_0,2,0
1210212,AV_1,2,1
1210212,AV_4,2,4
1210212,AV_9,2,9
1210212,AV_65,2,65
1210212,AV_69,2,69
1210212,AV_70,2,70
1210212,AV_89,2,89
1210212,AV_90,2,90
1210212,AV_99,2,99
1210212,AV_100,2,100
1210212,AV_101,2,101
1210212,AV_103,2,103
1210212,BO_0,4,0
1210212,BO_1,4,1
1210212,BV_67,5,67
1210213,AI_2,0,2
1210213,AI_10,0,10
1210213,AI_1,1,1
1210213,AV_0,2,0
1210213,AV_1,2,1
1210213,AV_4,2,4
1210213,AV_9,2,9
1210213,AV_67,2,67
1210213,AV_68,2,68
1210213,AV_69,2,69
1210213,AV_70,2,70
1210213,AV_89,2,89
1210213,AV_90,2,90
1210213,AV_99,2,99
1210213,AV_100,2,100
1210213,AV_101,2,101
1210213,AV_103,2,103
1210213,BO_0,4,0
1210213,BV_67,5,67
1210214,AI_2,0,2
1210214,AI_10,0,10
1210214,AI_1,1,1
1210214,AV_0,2,0
1210214,AV_1,2,1
1210214,AV_4,2,4
1210214,AV_9,2,9
1210214,AV_65,2,65
1210214,AV_69,2,69
1210214,AV_70,2,70
1210214,AV_89,2,89
1210214,AV_90,2,90
1210214,AV_99,2,99
1210214,AV_100,2,100
1210214,AV_101,2,101
1210214,AV_103,2,103
1210214,BO_0,4,0
1210214,BO_1,4,1
1210214,BV_67,5,67
1210215,AI_2,0,2
1210215,AI_10,0,10
1210215,AI_1,1,1
1210215,AV_0,2,0
1210215,AV_1,2,1
1210215,AV_4,2,4
1210215,AV_9,2,9
1210215,AV_65,2,65
1210215,AV_67,2,67
1210215,AV_68,2,68
1210215,AV_69,2,69
1210215,AV_70,2,70
1210215,AV_89,2,89
1210215,AV_90,2,90
1210215,AV_99,2,99
1210215,AV_100,2,100
1210215,AV_101,2,101
1210215,AV_103,2,103
1210215,BO_0,4,0
1210215,BO_1,4,1
1210215,BV_67,5,67
1210216,AI_2,0,2
1210216,AI_10,0,10
1210216,AI_1,1,1
1210216,AV_0,2,0
1210216,AV_1,2,1
1210216,AV_4,2,4
1210216,AV_9,2,9
1210216,AV_65,2,65
1210216,AV_69,2,69
1210216,AV_70,2,70
1210216,AV_89,2,89
1210216,AV_90,2,90
1210216,AV_99,2,99
1210216,AV_100,2,100
1210216,AV_101,2,101
1210216,AV_103,2,103
1210216,BO_0,4,0
1210216,BO_1,4,1
1210216,BV_67,5,67
1210217,AI_2,0,2
1210217,AI_10,0,10
1210217,AI_1,1,1
1210217,AV_0,2,0
1210217,AV_1,2,1
1210217,AV_4,2,4
1210217,AV_9,2,9
1210217,AV_65,2,65
1210217,AV_69,2,69
1210217,AV_70,2,70
1210217,AV_89,2,89
1210217,AV_90,2,90
1210217,AV_99,2,99
1210217,AV_100,2,100
1210217,AV_101,2,101
1210217,AV_103,2,103
1210217,BO_0,4,0
1210217,BO_1,4,1
1210217,BV_67,5,67
1210218,AI_2,0,2
1210218,AI_10,0,10
1210218,AI_1,1,1
1210218,AV_0,2,0
1210218,AV_1,2,1
1210218,AV_4,2,4
1210218,AV_9,2,9
1210218,AV_67,2,67
1210218,AV_68,2,68
1210218,AV_69,2,69
1210218,AV_70,2,70
1210218,AV_89,2,89
1210218,AV_90,2,90
1210218,AV_99,2,99
1210218,AV_100,2,100
1210218,AV_101,2,101
1210218,AV_103,2,103
1210218,BO_0,4,0
1210218,BV_67,5,67
1210219,AI_2,0,2
1210219,AI_10,0,10
1210219,AI_1,1,1
1210219,AV_0,2,0
1210219,AV_1,2,1
1210219,AV_4,2,4
1210219,AV_9,2,9
1210219,AV_67,2,67
1210219,AV_68,2,68
1210219,AV_69,2,69
1210219,AV_70,2,70
1210219,AV_89,2,89
1210219,AV_90,2,90
1210219,AV_99,2,99
1210219,AV_100,2,100
1210219,AV_101,2,101
1210219,AV_103,2,103
1210219,BO_0,4,0
1210219,BV_67,5,67
1210220,AI_2,0,2
1210220,AI_10,0,10
1210220,AI_1,1,1
1210220,AV_0,2,0
1210220,AV_1,2,1
1210220,AV_4,2,4
1210220,AV_9,2,9
1210220,AV_67,2,67
1210220,AV_68,2,68
1210220,AV_69,2,69
1210220,AV_70,2,70
1210220,AV_89,2,89
1210220,AV_90,2,90
1210220,AV_99,2,99
1210220,AV_100,2,100
1210220,AV_101,2,101
1210220,AV_103,2,103
1210220,BO_0,4,0
1210220,BV_67,5,67
1210221,AI_2,0,2
1210221,AI_10,0,10
1210221,AI_1,1,1
1210221,AV_0,2,0
1210221,AV_1,2,1
1210221,AV_4,2,4
1210221,AV_9,2,9
1210221,AV_67,2,67
1210221,AV_68,2,68
1210221,AV_69,2,69
1210221,AV_70,2,70
1210221,AV_89,2,89
1210221,AV_90,2,90
1210221,AV_99,2,99
1210221,AV_100,2,100
1210221,AV_101,2,101
1210221,AV_103,2,103
1210221,BO_0,4,0
1210221,BV_67,5,67
1210222,AI_2,0,2
1210222,AI_10,0,10
1210222,AI_1,1,1
1210222,AV_0,2,0
1210222,AV_1,2,1
1210222,AV_4,2,4
1210222,AV_9,2,9
1210222,AV_67,2,67
1210222,AV_68,2,68
1210222,AV_69,2,69
1210222,AV_70,2,70
1210222,AV_89,2,89
1210222,AV_90,2,90
1210222,AV_99,2,99
1210222,AV_100,2,100
1210222,AV_101,2,101
1210222,AV_103,2,103
1210222,BO_0,4,0
1210222,BV_67,5,67
1210223,AI_2,0,2
1210223,AI_10,0,10
1210223,AI_1,1,1
1210223,AV_0,2,0
1210223,AV_1,2,1
1210223,AV_4,2,4
1210223,AV_9,2,9
1210223,AV_67,2,67
1210223,AV_68,2,68
1210223,AV_69,2,69
1210223,AV_70,2,70
1210223,AV_89,2,89
1210223,AV_90,2,90
1210223,AV_99,2,99
1210223,AV_100,2,100
1210223,AV_101,2,101
1210223,AV_103,2,103
1210223,BO_0,4,0
1210223,BV_67,5,67
1210224,AI_2,0,2
1210224,AI_10,0,10
1210224,AI_1,1,1
1210224,AV_0,2,0
1210224,AV_1,2,1
1210224,AV_4,2,4
1210224,AV_9,2,9
1210224,AV_67,2,67
1210224,AV_68,2,68
1210224,AV_69,2,69
1210224,AV_70,2,70
1210224,AV_89,2,89
1210224,AV_90,2,90
1210224,AV_99,2,99
1210224,AV_100,2,100
1210224,AV_101,2,101
1210224,AV_103,2,103
1210224,BO_0,4,0
1210224,BV_67,5,67
1210225,AI_2,0,2
1210225,AI_10,0,10
1210225,AI_1,1,1
1210225,AV_0,2,0
1210225,AV_1,2,1
1210225,AV_4,2,4
1210225,AV_9,2,9
1210225,AV_67,2,67
1210225,AV_68,2,68
1210225,AV_69,2,69
1210225,AV_70,2,70
1210225,AV_89,2,89
1210225,AV_90,2,90
1210225,AV_99,2,99
1210225,AV_100,2,100
1210225,AV_101,2,101
1210225,AV_103,2,103
1210225,BO_0,4,0
1210225,BV_67,5,67
1210226,AI_2,0,2
1210226,AI_10,0,10
1210226,AI_1,1,1
1210226,AV_0,2,0
1210226,AV_1,2,1
1210226,AV_4,2,4
1210226,AV_9,2,9
1210226,AV_67,2,67
1210226,AV_68,2,68
1210226,AV_69,2,69
1210226,AV_70,2,70
1210226,AV_89,2,89
1210226,AV_90,2,90
1210226,AV_99,2,99
1210226,AV_100,2,100
1210226,AV_101,2,101
1210226,AV_103,2,103
1210226,BI_1,3,1
1210226,BO_0,4,0
1210226,BV_67,5,67
1210227,AI_2,0,2
1210227,AI_10,0,10
1210227,AI_1,1,1
1210227,AV_0,2,0
1210227,AV_1,2,1
1210227,AV_4,2,4
1210227,AV_9,2,9
1210227,AV_67,2,67
1210227,AV_68,2,68
1210227,AV_69,2,69
1210227,AV_70,2,70
1210227,AV_89,2,89
1210227,AV_90,2,90
1210227,AV_99,2,99
1210227,AV_100,2,100
1210227,AV_101,2,101
1210227,AV_103,2,103
1210227,BI_1,3,1
1210227,BO_0,4,0
1210227,BV_67,5,67
1210230,AI_2,0,2
1210230,AI_10,0,10
1210230,AV_0,2,0
1210230,AV_1,2,1
1210230,AV_4,2,4
1210230,AV_9,2,9
1210230,AV_67,2,67
1210230,AV_68,2,68
1210230,AV_89,2,89
1210230,AV_90,2,90
1210230,AV_99,2,99
1210230,AV_100,2,100
1210230,AV_101,2,101
1210230,AV_103,2,103
1210230,BV_67,5,67
1210241,AI_2,0,2
1210241,AI_10,0,10
1210241,AI_1,1,1
1210241,AV_0,2,0
1210241,AV_1,2,1
1210241,AV_4,2,4
1210241,AV_9,2,9
1210241,AV_67,2,67
1210241,AV_68,2,68
1210241,AV_69,2,69
1210241,AV_70,2,70
1210241,AV_89,2,89
1210241,AV_90,2,90
1210241,AV_99,2,99
1210241,AV_100,2,100
1210241,AV_101,2,101
1210241,AV_103,2,103
1210241,BO_0,4,0
1210241,BV_67,5,67
1210242,AI_2,0,2
1210242,AI_10,0,10
1210242,AI_1,1,1
1210242,AV_0,2,0
1210242,AV_1,2,1
1210242,AV_4,2,4
1210242,AV_9,2,9
1210242,AV_67,2,67
1210242,AV_68,2,68
1210242,AV_69,2,69
1210242,AV_70,2,70
1210242,AV_89,2,89
1210242,AV_90,2,90
1210242,AV_99,2,99
1210242,AV_100,2,100
1210242,AV_101,2,101
1210242,AV_103,2,103
1210242,BO_0,4,0
1210242,BV_67,5,67
1210243,AI_2,0,2
1210243,AI_10,0,10
1210243,AI_1,1,1
1210243,AV_0,2,0
1210243,AV_1,2,1
1210243,AV_4,2,4
1210243,AV_9,2,9
1210243,AV_65,2,65
1210243,AV_69,2,69
1210243,AV_70,2,70
1210243,AV_89,2,89
1210243,AV_90,2,90
1210243,AV_99,2,99
1210243,AV_100,2,100
1210243,AV_101,2,101
1210243,AV_103,2,103
1210243,BO_0,4,0
1210243,BO_1,4,1
1210243,BV_67,5,67
1210244,AI_2,0,2
1210244,AI_10,0,10
1210244,AI_1,1,1
1210244,AV_0,2,0
1210244,AV_1,2,1
1210244,AV_4,2,4
1210244,AV_9,2,9
1210244,AV_65,2,65
1210244,AV_69,2,69
1210244,AV_70,2,70
1210244,AV_89,2,89
1210244,AV_90,2,90
1210244,AV_99,2,99
1210244,AV_100,2,100
1210244,AV_101,2,101
1210244,AV_103,2,103
1210244,BO_0,4,0
1210244,BO_1,4,1
1210244,BV_67,5,67
1210245,AI_2,0,2
1210245,AI_10,0,10
1210245,AI_1,1,1
1210245,AV_0,2,0
1210245,AV_1,2,1
1210245,AV_4,2,4
1210245,AV_9,2,9
1210245,AV_67,2,67
1210245,AV_68,2,68
1210245,AV_69,2,69
1210245,AV_70,2,70
1210245,AV_89,2,89
1210245,AV_90,2,90
1210245,AV_99,2,99
1210245,AV_100,2,100
1210245,AV_101,2,101
1210245,AV_103,2,103
1210245,BO_0,4,0
1210245,BV_67,5,67
1210246,AI_2,0,2
1210246,AI_10,0,10
1210246,AI_1,1,1
1210246,AV_0,2,0
1210246,AV_1,2,1
1210246,AV_4,2,4
1210246,AV_9,2,9
1210246,AV_65,2,65
1210246,AV_69,2,69
1210246,AV_70,2,70
1210246,AV_89,2,89
1210246,AV_90,2,90
1210246,AV_99,2,99
1210246,AV_100,2,100
1210246,AV_101,2,101
1210246,AV_103,2,103
1210246,BO_0,4,0
1210246,BO_1,4,1
1210246,BV_67,5,67
1210247,AI_2,0,2
1210247,AI_10,0,10
1210247,AI_1,1,1
1210247,AV_0,2,0
1210247,AV_1,2,1
1210247,AV_4,2,4
1210247,AV_9,2,9
1210247,AV_65,2,65
1210247,AV_69,2,69
1210247,AV_70,2,70
1210247,AV_89,2,89
1210247,AV_90,2,90
1210247,AV_99,2,99
1210247,AV_100,2,100
1210247,AV_101,2,101
1210247,AV_103,2,103
1210247,BO_0,4,0
1210247,BO_1,4,1
1210247,BV_67,5,67
1210248,AI_2,0,2
1210248,AI_10,0,10
1210248,AI_1,1,1
1210248,AV_0,2,0
1210248,AV_1,2,1
1210248,AV_4,2,4
1210248,AV_9,2,9
1210248,AV_67,2,67
1210248,AV_68,2,68
1210248,AV_69,2,69
1210248,AV_70,2,70
1210248,AV_89,2,89
1210248,AV_90,2,90
1210248,AV_99,2,99
1210248,AV_100,2,100
1210248,AV_101,2,101
1210248,AV_103,2,103
1210248,BO_0,4,0
1210248,BV_67,5,67
1210249,AI_2,0,2
1210249,AI_10,0,10
1210249,AI_1,1,1
1210249,AV_0,2,0
1210249,AV_1,2,1
1210249,AV_4,2,4
1210249,AV_9,2,9
1210249,AV_65,2,65
1210249,AV_69,2,69
1210249,AV_70,2,70
1210249,AV_89,2,89
1210249,AV_90,2,90
1210249,AV_99,2,99
1210249,AV_100,2,100
1210249,AV_101,2,101
1210249,AV_103,2,103
1210249,BO_0,4,0
1210249,BO_1,4,1
1210249,BV_67,5,67
1210250,AI_2,0,2
1210250,AI_10,0,10
1210250,AI_1,1,1
1210250,AV_0,2,0
1210250,AV_1,2,1
1210250,AV_4,2,4
1210250,AV_9,2,9
1210250,AV_67,2,67
1210250,AV_68,2,68
1210250,AV_69,2,69
1210250,AV_70,2,70
1210250,AV_89,2,89
1210250,AV_90,2,90
1210250,AV_99,2,99
1210250,AV_100,2,100
1210250,AV_101,2,101
1210250,AV_103,2,103
1210250,BO_0,4,0
1210250,BV_67,5,67
1210251,AI_2,0,2
1210251,AI_10,0,10
1210251,AI_1,1,1
1210251,AV_0,2,0
1210251,AV_1,2,1
1210251,AV_4,2,4
1210251,AV_9,2,9
1210251,AV_65,2,65
1210251,AV_69,2,69
1210251,AV_70,2,70
1210251,AV_89,2,89
1210251,AV_90,2,90
1210251,AV_99,2,99
1210251,AV_100,2,100
1210251,AV_101,2,101
1210251,AV_103,2,103
1210251,BO_0,4,0
1210251,BO_1,4,1
1210251,BV_67,5,67
1210252,AI_2,0,2
1210252,AI_10,0,10
1210252,AI_1,1,1
1210252,AV_0,2,0
1210252,AV_1,2,1
1210252,AV_4,2,4
1210252,AV_9,2,9
1210252,AV_67,2,67
1210252,AV_68,2,68
1210252,AV_69,2,69
1210252,AV_70,2,70
1210252,AV_89,2,89
1210252,AV_90,2,90
1210252,AV_99,2,99
1210252,AV_100,2,100
1210252,AV_101,2,101
1210252,AV_103,2,103
1210252,BO_0,4,0
1210252,BV_67,5,67
1210253,AI_2,0,2
1210253,AI_10,0,10
1210253,AI_1,1,1
1210253,AV_0,2,0
1210253,AV_1,2,1
1210253,AV_4,2,4
1210253,AV_9,2,9
1210253,AV_67,2,67
1210253,AV_68,2,68
1210253,AV_69,2,69
1210253,AV_70,2,70
1210253,AV_89,2,89
1210253,AV_90,2,90
1210253,AV_99,2,99
1210253,AV_100,2,100
1210253,AV_101,2,101
1210253,AV_103,2,103
1210253,BO_0,4,0
1210253,BV_67,5,67
1210259,AI_2,0,2
1210259,AI_10,0,10
1210259,AI_1,1,1
1210259,AV_0,2,0
1210259,AV_1,2,1
1210259,AV_4,2,4
1210259,AV_9,2,9
1210259,AV_67,2,67
1210259,AV_68,2,68
1210259,AV_69,2,69
1210259,AV_70,2,70
1210259,AV_89,2,89
1210259,AV_90,2,90
1210259,AV_99,2,99
1210259,AV_100,2,100
1210259,AV_101,2,101
1210259,AV_103,2,103
1210259,BO_0,4,0
1210259,BV_67,5,67
1210270,AI_2,0,2
1210270,AI_10,0,10
1210270,AI_1,1,1
1210270,AV_0,2,0
1210270,AV_1,2,1
1210270,AV_4,2,4
1210270,AV_9,2,9
1210270,AV_67,2,67
1210270,AV_68,2,68
1210270,AV_69,2,69
1210270,AV_70,2,70
1210270,AV_89,2,89
1210270,AV_90,2,90
1210270,AV_99,2,99
1210270,AV_100,2,100
1210270,AV_101,2,101
1210270,AV_103,2,103
1210270,BO_0,4,0
1210270,BV_67,5,67
1210271,AI_2,0,2
1210271,AI_10,0,10
1210271,AI_1,1,1
1210271,AV_0,2,0
1210271,AV_1,2,1
1210271,AV_4,2,4
1210271,AV_9,2,9
1210271,AV_67,2,67
1210271,AV_68,2,68
1210271,AV_69,2,69
1210271,AV_70,2,70
1210271,AV_89,2,89
1210271,AV_90,2,90
1210271,AV_99,2,99
1210271,AV_100,2,100
1210271,AV_101,2,101
1210271,AV_103,2,103
1210271,BO_0,4,0
1210271,BV_67,5,67
1210272,AI_1,0,1
1210272,AI_2,0,2
1210272,AI_5,0,5
1210272,AI_21,0,21
1210272,AI_22,0,22
1210272,AI_23,0,23
1210273,AI_1,0,1
1210273,AI_2,0,2
1210273,AI_5,0,5
1210273,AI_21,0,21
1210273,AI_22,0,22
1210273,AI_23,0,23
1210274,AI_1,0,1
1210274,AI_2,0,2
1210274,AI_5,0,5
1210274,AI_21,0,21
1210274,AI_22,0,22
1210274,AI_23,0,23
1210275,AI_1,0,1
1210275,AI_2,0,2
1210275,AI_5,0,5
1210275,AI_21,0,21
1210275,AI_22,0,22
1210275,AI_23,0,23
1210301,AI_2,0,2
1210301,AI_10,0,10
1210301,AI_1,1,1
1210301,AV_0,2,0
1210301,AV_1,2,1
1210301,AV_4,2,4
1210301,AV_9,2,9
1210301,AV_65,2,65
1210301,AV_69,2,69
1210301,AV_70,2,70
1210301,AV_89,2,89
1210301,AV_90,2,90
1210301,AV_99,2,99
1210301,AV_100,2,100
1210301,AV_101,2,101
1210301,AV_103,2,103
1210301,BO_0,4,0
1210301,BO_1,4,1
1210301,BV_67,5,67
1210302,AI_2,0,2
1210302,AI_10,0,10
1210302,AI_1,1,1
1210302,AV_0,2,0
1210302,AV_1,2,1
1210302,AV_4,2,4
1210302,AV_9,2,9
1210302,AV_65,2,65
1210302,AV_69,2,69
1210302,AV_70,2,70
1210302,AV_89,2,89
1210302,AV_90,2,90
1210302,AV_99,2,99
1210302,AV_100,2,100
1210302,AV_101,2,101
1210302,AV_103,2,103
1210302,BO_0,4,0
1210302,BO_1,4,1
1210302,BV_67,5,67
1210303,AI_2,0,2
1210303,AI_10,0,10
1210303,AI_1,1,1
1210303,AV_0,2,0
1210303,AV_1,2,1
1210303,AV_4,2,4
1210303,AV_9,2,9
1210303,AV_65,2,65
1210303,AV_69,2,69
1210303,AV_70,2,70
1210303,AV_90,2,90
1210303,AV_99,2,99
1210303,AV_100,2,100
1210303,AV_101,2,101
1210303,AV_103,2,103
1210303,BO_0,4,0
1210303,BO_1,4,1
1210303,BV_67,5,67
1210304,AI_2,0,2
1210304,AI_10,0,10
1210304,AI_1,1,1
1210304,AV_0,2,0
1210304,AV_1,2,1
1210304,AV_4,2,4
1210304,AV_9,2,9
1210304,AV_65,2,65
1210304,AV_69,2,69
1210304,AV_70,2,70
1210304,AV_89,2,89
1210304,AV_90,2,90
1210304,AV_99,2,99
1210304,AV_100,2,100
1210304,AV_101,2,101
1210304,AV_103,2,103
1210304,BO_0,4,0
1210304,BO_1,4,1
1210304,BV_67,5,67
1210305,AI_2,0,2
1210305,AI_10,0,10
1210305,AI_1,1,1
1210305,AV_0,2,0
1210305,AV_1,2,1
1210305,AV_4,2,4
1210305,AV_9,2,9
1210305,AV_65,2,65
1210305,AV_69,2,69
1210305,AV_70,2,70
1210305,AV_89,2,89
1210305,AV_90,2,90
1210305,AV_99,2,99
1210305,AV_100,2,100
1210305,AV_101,2,101
1210305,AV_103,2,103
1210305,BO_0,4,0
1210305,BO_1,4,1
1210305,BV_67,5,67
1210306,AI_2,0,2
1210306,AI_10,0,10
1210306,AI_1,1,1
1210306,AV_0,2,0
1210306,AV_1,2,1
1210306,AV_4,2,4
1210306,AV_9,2,9
1210306,AV_65,2,65
1210306,AV_69,2,69
1210306,AV_70,2,70
1210306,AV_89,2,89
1210306,AV_90,2,90
1210306,AV_99,2,99
1210306,AV_100,2,100
1210306,AV_101,2,101
1210306,AV_103,2,103
1210306,BO_0,4,0
1210306,BO_1,4,1
1210306,BV_67,5,67
1210307,AI_2,0,2
1210307,AI_10,0,10
1210307,AI_1,1,1
1210307,AV_0,2,0
1210307,AV_1,2,1
1210307,AV_4,2,4
1210307,AV_9,2,9
1210307,AV_65,2,65
1210307,AV_69,2,69
1210307,AV_70,2,70
1210307,AV_89,2,89
1210307,AV_90,2,90
1210307,AV_99,2,99
1210307,AV_100,2,100
1210307,AV_101,2,101
1210307,AV_103,2,103
1210307,BO_0,4,0
1210307,BO_1,4,1
1210307,BV_67,5,67
1210308,AI_2,0,2
1210308,AI_10,0,10
1210308,AI_1,1,1
1210308,AV_0,2,0
1210308,AV_1,2,1
1210308,AV_4,2,4
1210308,AV_9,2,9
1210308,AV_65,2,65
1210308,AV_69,2,69
1210308,AV_70,2,70
1210308,AV_89,2,89
1210308,AV_90,2,90
1210308,AV_99,2,99
1210308,AV_100,2,100
1210308,AV_101,2,101
1210308,AV_103,2,103
1210308,BO_0,4,0
1210308,BO_1,4,1
1210308,BV_67,5,67
1210309,AI_2,0,2
1210309,AI_10,0,10
1210309,AI_1,1,1
1210309,AV_0,2,0
1210309,AV_1,2,1
1210309,AV_4,2,4
1210309,AV_9,2,9
1210309,AV_65,2,65
1210309,AV_69,2,69
1210309,AV_70,2,70
1210309,AV_89,2,89
1210309,AV_90,2,90
1210309,AV_99,2,99
1210309,AV_100,2,100
1210309,AV_101,2,101
1210309,AV_103,2,103
1210309,BO_0,4,0
1210309,BO_1,4,1
1210309,BV_67,5,67
1210310,AI_2,0,2
1210310,AI_10,0,10
1210310,AI_1,1,1
1210310,AV_0,2,0
1210310,AV_1,2,1
1210310,AV_4,2,4
1210310,AV_9,2,9
1210310,AV_65,2,65
1210310,AV_69,2,69
1210310,AV_70,2,70
1210310,AV_89,2,89
1210310,AV_90,2,90
1210310,AV_99,2,99
1210310,AV_100,2,100
1210310,AV_101,2,101
1210310,AV_103,2,103
1210310,BO_0,4,0
1210310,BO_1,4,1
1210310,BV_67,5,67
1210311,AI_2,0,2
1210311,AI_10,0,10
1210311,AI_1,1,1
1210311,AV_0,2,0
1210311,AV_1,2,1
1210311,AV_4,2,4
1210311,AV_9,2,9
1210311,AV_65,2,65
1210311,AV_69,2,69
1210311,AV_70,2,70
1210311,AV_89,2,89
1210311,AV_90,2,90
1210311,AV_99,2,99
1210311,AV_100,2,100
1210311,AV_101,2,101
1210311,AV_103,2,103
1210311,BO_0,4,0
1210311,BO_1,4,1
1210311,BV_67,5,67
1210312,AI_2,0,2
1210312,AI_10,0,10
1210312,AI_1,1,1
1210312,AV_0,2,0
1210312,AV_1,2,1
1210312,AV_4,2,4
1210312,AV_9,2,9
1210312,AV_65,2,65
1210312,AV_69,2,69
1210312,AV_70,2,70
1210312,AV_89,2,89
1210312,AV_90,2,90
1210312,AV_99,2,99
1210312,AV_100,2,100
1210312,AV_101,2,101
1210312,AV_103,2,103
1210312,BO_0,4,0
1210312,BO_1,4,1
1210312,BV_67,5,67
1210313,AI_2,0,2
1210313,AI_10,0,10
1210313,AI_1,1,1
1210313,AV_0,2,0
1210313,AV_1,2,1
1210313,AV_4,2,4
1210313,AV_9,2,9
1210313,AV_65,2,65
1210313,AV_69,2,69
1210313,AV_70,2,70
1210313,AV_89,2,89
1210313,AV_90,2,90
1210313,AV_99,2,99
1210313,AV_100,2,100
1210313,AV_101,2,101
1210313,AV_103,2,103
1210313,BO_0,4,0
1210313,BO_1,4,1
1210313,BV_67,5,67
1210314,AI_2,0,2
1210314,AI_10,0,10
1210314,AI_1,1,1
1210314,AV_0,2,0
1210314,AV_1,2,1
1210314,AV_4,2,4
1210314,AV_9,2,9
1210314,AV_65,2,65
1210314,AV_69,2,69
1210314,AV_70,2,70
1210314,AV_89,2,89
1210314,AV_90,2,90
1210314,AV_99,2,99
1210314,AV_100,2,100
1210314,AV_101,2,101
1210314,AV_103,2,103
1210314,BO_0,4,0
1210314,BO_1,4,1
1210314,BV_67,5,67
1210315,AI_2,0,2
1210315,AI_10,0,10
1210315,AI_1,1,1
1210315,AV_0,2,0
1210315,AV_1,2,1
1210315,AV_4,2,4
1210315,AV_9,2,9
1210315,AV_65,2,65
1210315,AV_69,2,69
1210315,AV_70,2,70
1210315,AV_89,2,89
1210315,AV_90,2,90
1210315,AV_99,2,99
1210315,AV_100,2,100
1210315,AV_101,2,101
1210315,AV_103,2,103
1210315,BO_0,4,0
1210315,BO_1,4,1
1210315,BV_67,5,67
1210316,AI_2,0,2
1210316,AI_10,0,10
1210316,AI_1,1,1
1210316,AV_0,2,0
1210316,AV_1,2,1
1210316,AV_4,2,4
1210316,AV_9,2,9
1210316,AV_65,2,65
1210316,AV_69,2,69
1210316,AV_70,2,70
1210316,AV_89,2,89
1210316,AV_90,2,90
1210316,AV_99,2,99
1210316,AV_100,2,100
1210316,AV_101,2,101
1210316,AV_103,2,103
1210316,BO_0,4,0
1210316,BO_1,4,1
1210316,BV_67,5,67
1210317,AI_2,0,2
1210317,AI_10,0,10
1210317,AI_1,1,1
1210317,AV_0,2,0
1210317,AV_1,2,1
1210317,AV_4,2,4
1210317,AV_9,2,9
1210317,AV_65,2,65
1210317,AV_69,2,69
1210317,AV_70,2,70
1210317,AV_89,2,89
1210317,AV_90,2,90
1210317,AV_99,2,99
1210317,AV_100,2,100
1210317,AV_101,2,101
1210317,AV_103,2,103
1210317,BO_0,4,0
1210317,BO_1,4,1
1210317,BV_67,5,67
1210318,AI_2,0,2
1210318,AI_10,0,10
1210318,AI_1,1,1
1210318,AV_0,2,0
1210318,AV_1,2,1
1210318,AV_4,2,4
1210318,AV_9,2,9
1210318,AV_65,2,65
1210318,AV_69,2,69
1210318,AV_70,2,70
1210318,AV_89,2,89
1210318,AV_90,2,90
1210318,AV_99,2,99
1210318,AV_100,2,100
1210318,AV_101,2,101
1210318,AV_103,2,103
1210318,BO_0,4,0
1210318,BO_1,4,1
1210318,BV_67,5,67
1210319,AI_2,0,2
1210319,AI_10,0,10
1210319,AI_1,1,1
1210319,AV_0,2,0
1210319,AV_1,2,1
1210319,AV_4,2,4
1210319,AV_9,2,9
1210319,AV_65,2,65
1210319,AV_69,2,69
1210319,AV_70,2,70
1210319,AV_89,2,89
1210319,AV_90,2,90
1210319,AV_99,2,99
1210319,AV_100,2,100
1210319,AV_101,2,101
1210319,AV_103,2,103
1210319,BO_0,4,0
1210319,BO_1,4,1
1210319,BV_67,5,67
1210320,AI_2,0,2
1210320,AI_10,0,10
1210320,AI_1,1,1
1210320,AV_0,2,0
1210320,AV_1,2,1
1210320,AV_4,2,4
1210320,AV_9,2,9
1210320,AV_65,2,65
1210320,AV_69,2,69
1210320,AV_70,2,70
1210320,AV_89,2,89
1210320,AV_90,2,90
1210320,AV_99,2,99
1210320,AV_100,2,100
1210320,AV_101,2,101
1210320,AV_103,2,103
1210320,BO_0,4,0
1210320,BO_1,4,1
1210320,BV_67,5,67
1210321,AI_2,0,2
1210321,AI_10,0,10
1210321,AI_1,1,1
1210321,AV_0,2,0
1210321,AV_1,2,1
1210321,AV_4,2,4
1210321,AV_9,2,9
1210321,AV_65,2,65
1210321,AV_69,2,69
1210321,AV_70,2,70
1210321,AV_89,2,89
1210321,AV_90,2,90
1210321,AV_99,2,99
1210321,AV_100,2,100
1210321,AV_101,2,101
1210321,AV_103,2,103
1210321,BO_0,4,0
1210321,BO_1,4,1
1210321,BV_67,5,67
1210322,AI_2,0,2
1210322,AI_10,0,10
1210322,AI_1,1,1
1210322,AV_0,2,0
1210322,AV_1,2,1
1210322,AV_4,2,4
1210322,AV_9,2,9
1210322,AV_65,2,65
1210322,AV_69,2,69
1210322,AV_70,2,70
1210322,AV_89,2,89
1210322,AV_90,2,90
1210322,AV_99,2,99
1210322,AV_100,2,100
1210322,AV_101,2,101
1210322,AV_103,2,103
1210322,BO_0,4,0
1210322,BO_1,4,1
1210322,BV_67,5,67
1210323,AI_2,0,2
1210323,AI_10,0,10
1210323,AI_1,1,1
1210323,AV_0,2,0
1210323,AV_1,2,1
1210323,AV_4,2,4
1210323,AV_9,2,9
1210323,AV_65,2,65
1210323,AV_69,2,69
