Device,Name,ObjectType,Instance
1210323,AV_70,2,70
1210323,AV_89,2,89
1210323,AV_90,2,90
1210323,AV_99,2,99
1210323,AV_100,2,100
1210323,AV_101,2,101
1210323,AV_103,2,103
1210323,BO_0,4,0
1210323,BO_1,4,1
1210323,BV_67,5,67
1210324,AI_2,0,2
1210324,AI_10,0,10
1210324,AI_1,1,1
1210324,AV_0,2,0
1210324,AV_1,2,1
1210324,AV_4,2,4
1210324,AV_9,2,9
1210324,AV_65,2,65
1210324,AV_69,2,69
1210324,AV_70,2,70
1210324,AV_89,2,89
1210324,AV_90,2,90
1210324,AV_99,2,99
1210324,AV_100,2,100
1210324,AV_101,2,101
1210324,AV_103,2,103
1210324,BO_0,4,0
1210324,BO_1,4,1
1210324,BV_67,5,67
1210325,AI_2,0,2
1210325,AI_10,0,10
1210325,AI_1,1,1
1210325,AV_0,2,0
1210325,AV_1,2,1
1210325,AV_4,2,4
1210325,AV_9,2,9
1210325,AV_65,2,65
1210325,AV_69,2,69
1210325,AV_70,2,70
1210325,AV_89,2,89
1210325,AV_90,2,90
1210325,AV_99,2,99
1210325,AV_100,2,100
1210325,AV_101,2,101
1210325,AV_103,2,103
1210325,BI_1,3,1
1210325,BO_0,4,0
1210325,BO_1,4,1
1210325,BV_67,5,67
1210326,AI_2,0,2
1210326,AI_10,0,10
1210326,AI_1,1,1
1210326,AV_0,2,0
1210326,AV_1,2,1
1210326,AV_4,2,4
1210326,AV_9,2,9
1210326,AV_65,2,65
1210326,AV_69,2,69
1210326,AV_70,2,70
1210326,AV_89,2,89
1210326,AV_90,2,90
1210326,AV_99,2,99
1210326,AV_100,2,100
1210326,AV_101,2,101
1210326,AV_103,2,103
1210326,BI_1,3,1
1210326,BO_0,4,0
1210326,BO_1,4,1
1210326,BV_67,5,67
1210327,AI_2,0,2
1210327,AI_10,0,10
1210327,AI_1,1,1
1210327,AV_0,2,0
1210327,AV_1,2,1
1210327,AV_4,2,4
1210327,AV_9,2,9
1210327,AV_65,2,65
1210327,AV_69,2,69
1210327,AV_70,2,70
1210327,AV_89,2,89
1210327,AV_90,2,90
1210327,AV_99,2,99
1210327,AV_100,2,100
1210327,AV_101,2,101
1210327,AV_103,2,103
1210327,BI_1,3,1
1210327,BO_0,4,0
1210327,BO_1,4,1
1210327,BV_67,5,67
1210341,AI_2,0,2
1210341,AI_10,0,10
1210341,AI_1,1,1
1210341,AV_0,2,0
1210341,AV_1,2,1
1210341,AV_4,2,4
1210341,AV_9,2,9
1210341,AV_65,2,65
1210341,AV_69,2,69
1210341,AV_70,2,70
1210341,AV_89,2,89
1210341,AV_90,2,90
1210341,AV_99,2,99
1210341,AV_100,2,100
1210341,AV_101,2,101
1210341,AV_103,2,103
1210341,BI_1,3,1
1210341,BO_0,4,0
1210341,BO_1,4,1
1210341,BV_67,5,67
1210342,AI_2,0,2
1210342,AI_10,0,10
1210342,AI_1,1,1
1210342,AV_0,2,0
1210342,AV_1,2,1
1210342,AV_4,2,4
1210342,AV_9,2,9
1210342,AV_65,2,65
1210342,AV_69,2,69
1210342,AV_70,2,70
1210342,AV_89,2,89
1210342,AV_90,2,90
1210342,AV_99,2,99
1210342,AV_100,2,100
1210342,AV_101,2,101
1210342,AV_103,2,103
1210342,BO_0,4,0
1210342,BO_1,4,1
1210342,BV_67,5,67
1210343,AI_2,0,2
1210343,AI_10,0,10
1210343,AI_1,1,1
1210343,AV_0,2,0
1210343,AV_1,2,1
1210343,AV_4,2,4
1210343,AV_9,2,9
1210343,AV_65,2,65
1210343,AV_69,2,69
1210343,AV_70,2,70
1210343,AV_89,2,89
1210343,AV_90,2,90
1210343,AV_99,2,99
1210343,AV_100,2,100
1210343,AV_101,2,101
1210343,AV_103,2,103
1210343,BO_0,4,0
1210343,BO_1,4,1
1210343,BV_67,5,67
1210344,AI_2,0,2
1210344,AI_10,0,10
1210344,AI_1,1,1
1210344,AV_0,2,0
1210344,AV_1,2,1
1210344,AV_4,2,4
1210344,AV_9,2,9
1210344,AV_65,2,65
1210344,AV_69,2,69
1210344,AV_70,2,70
1210344,AV_89,2,89
1210344,AV_90,2,90
1210344,AV_99,2,99
1210344,AV_100,2,100
1210344,AV_101,2,101
1210344,AV_103,2,103
1210344,BO_0,4,0
1210344,BO_1,4,1
1210344,BV_67,5,67
1210345,AI_2,0,2
1210345,AI_10,0,10
1210345,AI_1,1,1
1210345,AV_0,2,0
1210345,AV_1,2,1
1210345,AV_4,2,4
1210345,AV_9,2,9
1210345,AV_65,2,65
1210345,AV_69,2,69
1210345,AV_70,2,70
1210345,AV_89,2,89
1210345,AV_90,2,90
1210345,AV_99,2,99
1210345,AV_100,2,100
1210345,AV_101,2,101
1210345,AV_103,2,103
1210345,BO_0,4,0
1210345,BO_1,4,1
1210345,BV_67,5,67
1210346,AI_2,0,2
1210346,AI_10,0,10
1210346,AI_1,1,1
1210346,AV_0,2,0
1210346,AV_1,2,1
1210346,AV_4,2,4
1210346,AV_9,2,9
1210346,AV_65,2,65
1210346,AV_69,2,69
1210346,AV_70,2,70
1210346,AV_89,2,89
1210346,AV_90,2,90
1210346,AV_99,2,99
1210346,AV_100,2,100
1210346,AV_101,2,101
1210346,AV_103,2,103
1210346,BO_0,4,0
1210346,BO_1,4,1
1210346,BV_67,5,67
1210347,AI_2,0,2
1210347,AI_10,0,10
1210347,AI_1,1,1
1210347,AV_0,2,0
1210347,AV_1,2,1
1210347,AV_4,2,4
1210347,AV_9,2,9
1210347,AV_65,2,65
1210347,AV_69,2,69
1210347,AV_70,2,70
1210347,AV_89,2,89
1210347,AV_90,2,90
1210347,AV_99,2,99
1210347,AV_100,2,100
1210347,AV_101,2,101
1210347,AV_103,2,103
1210347,BO_0,4,0
1210347,BO_1,4,1
1210347,BV_67,5,67
1210348,AI_2,0,2
1210348,AI_10,0,10
1210348,AI_1,1,1
1210348,AV_0,2,0
1210348,AV_1,2,1
1210348,AV_4,2,4
1210348,AV_9,2,9
1210348,AV_65,2,65
1210348,AV_69,2,69
1210348,AV_70,2,70
1210348,AV_89,2,89
1210348,AV_90,2,90
1210348,AV_99,2,99
1210348,AV_100,2,100
1210348,AV_101,2,101
1210348,AV_103,2,103
1210348,BO_0,4,0
1210348,BO_1,4,1
1210348,BV_67,5,67
1210349,AI_2,0,2
1210349,AI_10,0,10
1210349,AI_1,1,1
1210349,AV_0,2,0
1210349,AV_1,2,1
1210349,AV_4,2,4
1210349,AV_9,2,9
1210349,AV_65,2,65
1210349,AV_69,2,69
1210349,AV_70,2,70
1210349,AV_89,2,89
1210349,AV_90,2,90
1210349,AV_99,2,99
1210349,AV_100,2,100
1210349,AV_101,2,101
1210349,AV_103,2,103
1210349,BO_0,4,0
1210349,BO_1,4,1
1210349,BV_67,5,67
1210350,AI_2,0,2
1210350,AI_10,0,10
1210350,AI_1,1,1
1210350,AV_0,2,0
1210350,AV_1,2,1
1210350,AV_4,2,4
1210350,AV_9,2,9
1210350,AV_65,2,65
1210350,AV_69,2,69
1210350,AV_70,2,70
1210350,AV_89,2,89
1210350,AV_90,2,90
1210350,AV_99,2,99
1210350,AV_100,2,100
1210350,AV_101,2,101
1210350,AV_103,2,103
1210350,BO_0,4,0
1210350,BO_1,4,1
1210350,BV_67,5,67
1210351,AI_2,0,2
1210351,AI_10,0,10
1210351,AI_1,1,1
1210351,AV_0,2,0
1210351,AV_1,2,1
1210351,AV_4,2,4
1210351,AV_9,2,9
1210351,AV_65,2,65
1210351,AV_69,2,69
1210351,AV_70,2,70
1210351,AV_89,2,89
1210351,AV_90,2,90
1210351,AV_99,2,99
1210351,AV_100,2,100
1210351,AV_101,2,101
1210351,AV_103,2,103
1210351,BO_0,4,0
1210351,BO_1,4,1
1210351,BV_67,5,67
1210352,AI_2,0,2
1210352,AI_10,0,10
1210352,AI_1,1,1
1210352,AV_0,2,0
1210352,AV_1,2,1
1210352,AV_4,2,4
1210352,AV_9,2,9
1210352,AV_65,2,65
1210352,AV_69,2,69
1210352,AV_70,2,70
1210352,AV_89,2,89
1210352,AV_90,2,90
1210352,AV_99,2,99
1210352,AV_100,2,100
1210352,AV_101,2,101
1210352,AV_103,2,103
1210352,BO_0,4,0
1210352,BO_1,4,1
1210352,BV_67,5,67
1210353,AI_2,0,2
1210353,AI_10,0,10
1210353,AI_1,1,1
1210353,AV_0,2,0
1210353,AV_1,2,1
1210353,AV_4,2,4
1210353,AV_9,2,9
1210353,AV_65,2,65
1210353,AV_69,2,69
1210353,AV_70,2,70
1210353,AV_89,2,89
1210353,AV_90,2,90
1210353,AV_99,2,99
1210353,AV_100,2,100
1210353,AV_101,2,101
1210353,AV_103,2,103
1210353,BI_1,3,1
1210353,BO_0,4,0
1210353,BO_1,4,1
1210353,BV_67,5,67
1210370,AI_2,0,2
1210370,AI_10,0,10
1210370,AI_1,1,1
1210370,AV_0,2,0
1210370,AV_1,2,1
1210370,AV_4,2,4
1210370,AV_9,2,9
1210370,AV_65,2,65
1210370,AV_69,2,69
1210370,AV_70,2,70
1210370,AV_89,2,89
1210370,AV_90,2,90
1210370,AV_99,2,99
1210370,AV_100,2,100
1210370,AV_101,2,101
1210370,AV_103,2,103
1210370,BO_0,4,0
1210370,BO_1,4,1
1210370,BV_67,5,67
1210371,AI_1,0,1
1210371,AI_2,0,2
1210371,AI_5,0,5
1210371,AI_21,0,21
1210371,AI_22,0,22
1210371,AI_23,0,23
1210372,AI_1,0,1
1210372,AI_2,0,2
1210372,AI_5,0,5
1210372,AI_21,0,21
1210372,AI_22,0,22
1210372,AI_23,0,23
1210373,AI_1,0,1
1210373,AI_2,0,2
1210373,AI_5,0,5
1210373,AI_21,0,21
1210373,AI_22,0,22
1210373,AI_23,0,23
1210377,AI_1,0,1
1210377,AI_2,0,2
1210377,AI_5,0,5
1210377,AI_21,0,21
1210377,AI_22,0,22
1210377,AI_23,0,23
1210500,BI_0,3,0
1210500,BI_1,3,1
1210500,BI_2,3,2
1210500,BI_3,3,3
1210500,BI_4,3,4
1210500,BI_5,3,5
1210500,BI_6,3,6
1210500,BI_7,3,7
1210500,BI_8,3,8
1210500,BI_9,3,9
1210500,BI_10,3,10
1210500,BI_11,3,11
1210500,BI_12,3,12
1210500,BI_13,3,13
1210500,BI_14,3,14
1210500,BI_15,3,15
1210500,BI_16,3,16
1210500,BI_17,3,17
1210500,BI_18,3,18
1210500,BI_19,3,19
1210500,BI_20,3,20
1210500,BI_21,3,21
1210500,BI_1000,3,1000
1210500,BI_1001,3,1001
1210500,BI_1002,3,1002
1210500,BI_1003,3,1003
1210500,BI_1004,3,1004
1210500,BI_1005,3,1005
1210500,BI_1006,3,1006
1210500,BI_1007,3,1007
1210500,BI_1008,3,1008
1210500,BI_1009,3,1009
1210500,BI_1010,3,1010
1210500,BI_1011,3,1011
1210500,BI_1012,3,1012
1210500,BI_1013,3,1013
1210500,BI_1014,3,1014
1210500,BI_1015,3,1015
1210500,BI_1016,3,1016
1210500,BI_1017,3,1017
1210500,BI_1018,3,1018
1210500,BI_1019,3,1019
1210500,BI_1020,3,1020
1210500,BI_1021,3,1021
1210500,BI_2000,3,2000
1210500,BI_2001,3,2001
1210500,BI_2002,3,2002
1210500,BI_2003,3,2003
1210500,BI_2004,3,2004
1210500,BI_2005,3,2005
1210500,BI_2006,3,2006
1210500,BI_2007,3,2007
1210500,BI_2008,3,2008
1210500,BI_2009,3,2009
1210500,BI_2010,3,2010
1210500,BI_3002,3,3002
1210500,BI_3004,3,3004
1210500,BI_3005,3,3005
1210500,BI_3006,3,3006
1210500,BI_3007,3,3007
1210500,BI_3008,3,3008
1210500,BO_3001,4,3001
1210500,BO_3002,4,3002
1210701,AI_2,0,2
1210701,AI_10,0,10
1210701,AI_1,1,1
1210701,AV_0,2,0
1210701,AV_1,2,1
1210701,AV_4,2,4
1210701,AV_9,2,9
1210701,AV_67,2,67
1210701,AV_68,2,68
1210701,AV_69,2,69
1210701,AV_70,2,70
1210701,AV_89,2,89
1210701,AV_90,2,90
1210701,AV_99,2,99
1210701,AV_100,2,100
1210701,AV_101,2,101
1210701,AV_103,2,103
1210701,BO_0,4,0
1210701,BV_67,5,67
1210702,AI_2,0,2
1210702,AI_10,0,10
1210702,AI_1,1,1
1210702,AV_0,2,0
1210702,AV_1,2,1
1210702,AV_4,2,4
1210702,AV_9,2,9
1210702,AV_65,2,65
1210702,AV_69,2,69
1210702,AV_70,2,70
1210702,AV_89,2,89
1210702,AV_90,2,90
1210702,AV_99,2,99
1210702,AV_100,2,100
1210702,AV_101,2,101
1210702,AV_103,2,103
1210702,BO_0,4,0
1210702,BO_1,4,1
1210702,BV_67,5,67
1210703,AI_2,0,2
1210703,AI_10,0,10
1210703,AI_1,1,1
1210703,AV_0,2,0
1210703,AV_1,2,1
1210703,AV_4,2,4
1210703,AV_9,2,9
1210703,AV_65,2,65
1210703,AV_69,2,69
1210703,AV_70,2,70
1210703,AV_89,2,89
1210703,AV_90,2,90
1210703,AV_99,2,99
1210703,AV_100,2,100
1210703,AV_101,2,101
1210703,AV_103,2,103
1210703,BO_0,4,0
1210703,BO_1,4,1
1210703,BV_67,5,67
1210704,AI_2,0,2
1210704,AI_10,0,10
1210704,AI_1,1,1
1210704,AV_0,2,0
1210704,AV_1,2,1
1210704,AV_4,2,4
1210704,AV_9,2,9
1210704,AV_65,2,65
1210704,AV_69,2,69
1210704,AV_70,2,70
1210704,AV_89,2,89
1210704,AV_90,2,90
1210704,AV_99,2,99
1210704,AV_100,2,100
1210704,AV_101,2,101
1210704,AV_103,2,103
1210704,BO_0,4,0
1210704,BO_1,4,1
1210704,BV_67,5,67
1210705,AI_2,0,2
1210705,AI_10,0,10
1210705,AI_1,1,1
1210705,AV_0,2,0
1210705,AV_1,2,1
1210705,AV_4,2,4
1210705,AV_9,2,9
1210705,AV_67,2,67
1210705,AV_68,2,68
1210705,AV_69,2,69
1210705,AV_70,2,70
1210705,AV_89,2,89
1210705,AV_90,2,90
1210705,AV_99,2,99
1210705,AV_100,2,100
1210705,AV_101,2,101
1210705,AV_103,2,103
1210705,BO_0,4,0
1210705,BV_67,5,67
1210706,AI_2,0,2
1210706,AI_10,0,10
1210706,AI_1,1,1
1210706,AV_0,2,0
1210706,AV_1,2,1
1210706,AV_4,2,4
1210706,AV_9,2,9
1210706,AV_65,2,65
1210706,AV_69,2,69
1210706,AV_70,2,70
1210706,AV_89,2,89
1210706,AV_90,2,90
1210706,AV_99,2,99
1210706,AV_100,2,100
1210706,AV_101,2,101
1210706,AV_103,2,103
1210706,BO_0,4,0
1210706,BO_1,4,1
1210706,BV_67,5,67
1210707,AI_2,0,2
1210707,AI_10,0,10
1210707,AI_1,1,1
1210707,AV_0,2,0
1210707,AV_1,2,1
1210707,AV_4,2,4
1210707,AV_9,2,9
1210707,AV_67,2,67
1210707,AV_68,2,68
1210707,AV_69,2,69
1210707,AV_70,2,70
1210707,AV_89,2,89
1210707,AV_90,2,90
1210707,AV_99,2,99
1210707,AV_100,2,100
1210707,AV_101,2,101
1210707,AV_103,2,103
1210707,BO_0,4,0
1210707,BV_67,5,67
1210708,AI_2,0,2
1210708,AI_10,0,10
1210708,AI_1,1,1
1210708,AV_0,2,0
1210708,AV_1,2,1
1210708,AV_4,2,4
1210708,AV_9,2,9
1210708,AV_65,2,65
1210708,AV_69,2,69
1210708,AV_70,2,70
1210708,AV_89,2,89
1210708,AV_90,2,90
1210708,AV_99,2,99
1210708,AV_100,2,100
1210708,AV_101,2,101
1210708,AV_103,2,103
1210708,BO_0,4,0
1210708,BO_1,4,1
1210708,BV_67,5,67
1210709,AI_2,0,2
1210709,AI_10,0,10
1210709,AI_1,1,1
1210709,AV_0,2,0
1210709,AV_1,2,1
1210709,AV_4,2,4
1210709,AV_9,2,9
1210709,AV_69,2,69
1210709,AV_70,2,70
1210709,AV_89,2,89
1210709,AV_90,2,90
1210709,AV_99,2,99
1210709,AV_100,2,100
1210709,AV_101,2,101
1210709,AV_103,2,103
1210709,BO_0,4,0
1210709,BV_67,5,67
1210710,AI_2,0,2
1210710,AI_10,0,10
1210710,AI_1,1,1
1210710,AV_0,2,0
1210710,AV_1,2,1
1210710,AV_4,2,4
1210710,AV_9,2,9
1210710,AV_65,2,65
1210710,AV_69,2,69
1210710,AV_70,2,70
1210710,AV_89,2,89
1210710,AV_90,2,90
1210710,AV_99,2,99
1210710,AV_100,2,100
1210710,AV_101,2,101
1210710,AV_103,2,103
1210710,BO_0,4,0
1210710,BO_1,4,1
1210710,BV_67,5,67
1210711,AI_2,0,2
1210711,AI_10,0,10
1210711,AI_1,1,1
1210711,AV_0,2,0
1210711,AV_1,2,1
1210711,AV_4,2,4
1210711,AV_9,2,9
1210711,AV_65,2,65
1210711,AV_69,2,69
1210711,AV_70,2,70
1210711,AV_89,2,89
1210711,AV_90,2,90
1210711,AV_99,2,99
1210711,AV_100,2,100
1210711,AV_101,2,101
1210711,AV_103,2,103
1210711,BO_0,4,0
1210711,BO_1,4,1
1210711,BV_67,5,67
1210712,AI_2,0,2
1210712,AI_10,0,10
1210712,AI_1,1,1
1210712,AV_0,2,0
1210712,AV_1,2,1
1210712,AV_4,2,4
1210712,AV_9,2,9
1210712,AV_67,2,67
1210712,AV_68,2,68
1210712,AV_69,2,69
1210712,AV_70,2,70
1210712,AV_89,2,89
1210712,AV_90,2,90
1210712,AV_99,2,99
1210712,AV_100,2,100
1210712,AV_101,2,101
1210712,AV_103,2,103
1210712,BO_0,4,0
1210712,BV_67,5,67
1210713,AI_2,0,2
1210713,AI_10,0,10
1210713,AI_1,1,1
1210713,AV_0,2,0
1210713,AV_1,2,1
1210713,AV_4,2,4
1210713,AV_9,2,9
1210713,AV_65,2,65
1210713,AV_69,2,69
1210713,AV_70,2,70
1210713,AV_89,2,89
1210713,AV_90,2,90
1210713,AV_99,2,99
1210713,AV_100,2,100
1210713,AV_101,2,101
1210713,AV_103,2,103
1210713,BO_0,4,0
1210713,BO_1,4,1
1210713,BV_67,5,67
1210714,AI_2,0,2
1210714,AI_10,0,10
1210714,AI_1,1,1
1210714,AV_0,2,0
1210714,AV_1,2,1
1210714,AV_4,2,4
1210714,AV_9,2,9
1210714,AV_65,2,65
1210714,AV_69,2,69
1210714,AV_70,2,70
1210714,AV_89,2,89
1210714,AV_90,2,90
1210714,AV_99,2,99
1210714,AV_100,2,100
1210714,AV_101,2,101
1210714,AV_103,2,103
1210714,BO_0,4,0
1210714,BO_1,4,1
1210714,BV_67,5,67
1210715,AI_2,0,2
1210715,AI_10,0,10
1210715,AI_1,1,1
1210715,AV_0,2,0
1210715,AV_1,2,1
1210715,AV_4,2,4
1210715,AV_9,2,9
1210715,AV_67,2,67
1210715,AV_68,2,68
1210715,AV_69,2,69
1210715,AV_70,2,70
1210715,AV_89,2,89
1210715,AV_90,2,90
1210715,AV_99,2,99
1210715,AV_100,2,100
1210715,AV_101,2,101
1210715,AV_103,2,103
1210715,BO_0,4,0
1210715,BV_67,5,67
1210716,AI_2,0,2
1210716,AI_10,0,10
1210716,AI_1,1,1
1210716,AV_0,2,0
1210716,AV_1,2,1
1210716,AV_4,2,4
1210716,AV_9,2,9
1210716,AV_65,2,65
1210716,AV_69,2,69
1210716,AV_70,2,70
1210716,AV_89,2,89
1210716,AV_90,2,90
1210716,AV_99,2,99
1210716,AV_100,2,100
1210716,AV_101,2,101
1210716,AV_103,2,103
1210716,BO_0,4,0
1210716,BO_1,4,1
1210716,BV_67,5,67
1210717,AI_2,0,2
1210717,AI_10,0,10
1210717,AI_1,1,1
1210717,AV_0,2,0
1210717,AV_1,2,1
1210717,AV_4,2,4
1210717,AV_9,2,9
1210717,AV_67,2,67
1210717,AV_68,2,68
1210717,AV_69,2,69
1210717,AV_70,2,70
1210717,AV_89,2,89
1210717,AV_90,2,90
1210717,AV_99,2,99
1210717,AV_100,2,100
1210717,AV_101,2,101
1210717,AV_103,2,103
1210717,BO_0,4,0
1210717,BV_67,5,67
1210718,AI_2,0,2
1210718,AI_10,0,10
1210718,AI_1,1,1
1210718,AV_0,2,0
1210718,AV_1,2,1
1210718,AV_4,2,4
1210718,AV_9,2,9
1210718,AV_65,2,65
1210718,AV_69,2,69
1210718,AV_70,2,70
1210718,AV_89,2,89
1210718,AV_90,2,90
1210718,AV_99,2,99
1210718,AV_100,2,100
1210718,AV_101,2,101
1210718,AV_103,2,103
1210718,BO_0,4,0
1210718,BO_1,4,1
1210718,BV_67,5,67
1210719,AI_2,0,2
1210719,AI_10,0,10
1210719,AI_1,1,1
1210719,AV_0,2,0
1210719,AV_1,2,1
1210719,AV_4,2,4
1210719,AV_9,2,9
1210719,AV_68,2,68
1210719,AV_69,2,69
1210719,AV_70,2,70
1210719,AV_89,2,89
1210719,AV_90,2,90
1210719,AV_99,2,99
1210719,AV_100,2,100
1210719,AV_101,2,101
1210719,AV_103,2,103
1210719,BO_0,4,0
1210719,BV_67,5,67
1210720,AI_2,0,2
1210720,AI_10,0,10
1210720,AI_1,1,1
1210720,AV_0,2,0
1210720,AV_1,2,1
1210720,AV_4,2,4
1210720,AV_9,2,9
1210720,AV_65,2,65
1210720,AV_69,2,69
1210720,AV_70,2,70
1210720,AV_89,2,89
1210720,AV_90,2,90
1210720,AV_99,2,99
1210720,AV_100,2,100
1210720,AV_101,2,101
1210720,AV_103,2,103
1210720,BO_0,4,0
1210720,BO_1,4,1
1210720,BV_67,5,67
1210721,AI_2,0,2
1210721,AI_10,0,10
1210721,AI_1,1,1
1210721,AV_0,2,0
1210721,AV_1,2,1
1210721,AV_4,2,4
1210721,AV_9,2,9
1210721,AV_67,2,67
1210721,AV_68,2,68
1210721,AV_69,2,69
1210721,AV_70,2,70
1210721,AV_89,2,89
1210721,AV_90,2,90
1210721,AV_99,2,99
1210721,AV_100,2,100
1210721,AV_101,2,101
1210721,AV_103,2,103
1210721,BO_0,4,0
1210721,BV_67,5,67
1210722,AI_2,0,2
1210722,AI_10,0,10
1210722,AI_1,1,1
1210722,AV_0,2,0
1210722,AV_1,2,1
1210722,AV_4,2,4
1210722,AV_9,2,9
1210722,AV_65,2,65
1210722,AV_69,2,69
1210722,AV_70,2,70
1210722,AV_89,2,89
1210722,AV_90,2,90
1210722,AV_99,2,99
1210722,AV_100,2,100
1210722,AV_101,2,101
1210722,AV_103,2,103
1210722,BO_0,4,0
1210722,BO_1,4,1
1210722,BV_67,5,67
1210723,AI_2,0,2
1210723,AI_10,0,10
1210723,AI_1,1,1
1210723,AV_0,2,0
1210723,AV_1,2,1
1210723,AV_4,2,4
1210723,AV_9,2,9
1210723,AV_67,2,67
1210723,AV_68,2,68
1210723,AV_69,2,69
1210723,AV_70,2,70
1210723,AV_89,2,89
1210723,AV_90,2,90
1210723,AV_99,2,99
1210723,AV_100,2,100
1210723,AV_101,2,101
1210723,AV_103,2,103
1210723,BO_0,4,0
1210723,BV_67,5,67
1210724,AI_2,0,2
1210724,AI_10,0,10
1210724,AI_1,1,1
1210724,AV_0,2,0
1210724,AV_1,2,1
1210724,AV_4,2,4
1210724,AV_9,2,9
1210724,AV_67,2,67
1210724,AV_68,2,68
1210724,AV_69,2,69
1210724,AV_70,2,70
1210724,AV_89,2,89
1210724,AV_90,2,90
1210724,AV_99,2,99
1210724,AV_100,2,100
1210724,AV_101,2,101
1210724,AV_103,2,103
1210724,BO_0,4,0
1210724,BV_67,5,67
1210725,AI_2,0,2
1210725,AI_10,0,10
1210725,AI_1,1,1
1210725,AV_0,2,0
1210725,AV_1,2,1
1210725,AV_4,2,4
1210725,AV_9,2,9
1210725,AV_67,2,67
1210725,AV_68,2,68
1210725,AV_69,2,69
1210725,AV_70,2,70
1210725,AV_89,2,89
1210725,AV_90,2,90
1210725,AV_99,2,99
1210725,AV_100,2,100
1210725,AV_101,2,101
1210725,AV_103,2,103
1210725,BI_1,3,1
1210725,BO_0,4,0
1210725,BV_67,5,67
1210726,AI_2,0,2
1210726,AI_10,0,10
1210726,AI_1,1,1
1210726,AV_0,2,0
1210726,AV_1,2,1
1210726,AV_4,2,4
1210726,AV_9,2,9
1210726,AV_67,2,67
1210726,AV_68,2,68
1210726,AV_69,2,69
1210726,AV_70,2,70
1210726,AV_89,2,89
1210726,AV_90,2,90
1210726,AV_99,2,99
1210726,AV_100,2,100
1210726,AV_101,2,101
1210726,AV_103,2,103
1210726,BI_1,3,1
1210726,BO_0,4,0
1210726,BV_67,5,67
1210727,AI_2,0,2
1210727,AI_10,0,10
1210727,AI_1,1,1
1210727,AV_0,2,0
1210727,AV_1,2,1
1210727,AV_4,2,4
1210727,AV_9,2,9
1210727,AV_67,2,67
1210727,AV_68,2,68
1210727,AV_69,2,69
1210727,AV_70,2,70
1210727,AV_89,2,89
1210727,AV_90,2,90
1210727,AV_99,2,99
1210727,AV_100,2,100
1210727,AV_101,2,101
1210727,AV_103,2,103
1210727,BI_1,3,1
1210727,BO_0,4,0
1210727,BV_67,5,67
1210728,AI_2,0,2
1210728,AI_10,0,10
1210728,AI_1,1,1
1210728,AV_0,2,0
1210728,AV_1,2,1
1210728,AV_4,2,4
1210728,AV_9,2,9
1210728,AV_67,2,67
1210728,AV_68,2,68
1210728,AV_69,2,69
1210728,AV_70,2,70
1210728,AV_89,2,89
1210728,AV_90,2,90
1210728,AV_99,2,99
1210728,AV_100,2,100
1210728,AV_101,2,101
1210728,AV_103,2,103
1210728,BI_1,3,1
1210728,BO_0,4,0
1210728,BV_67,5,67
1210729,AI_2,0,2
1210729,AI_10,0,10
1210729,AI_1,1,1
1210729,AV_0,2,0
1210729,AV_1,2,1
1210729,AV_4,2,4
1210729,AV_9,2,9
1210729,AV_67,2,67
1210729,AV_68,2,68
1210729,AV_69,2,69
1210729,AV_70,2,70
1210729,AV_89,2,89
1210729,AV_90,2,90
1210729,AV_99,2,99
1210729,AV_100,2,100
1210729,AV_101,2,101
1210729,AV_103,2,103
1210729,BO_0,4,0
1210729,BV_67,5,67
1210730,AI_2,0,2
1210730,AI_10,0,10
1210730,AI_1,1,1
1210730,AV_0,2,0
1210730,AV_1,2,1
1210730,AV_4,2,4
1210730,AV_9,2,9
1210730,AV_67,2,67
1210730,AV_68,2,68
1210730,AV_69,2,69
1210730,AV_70,2,70
1210730,AV_89,2,89
1210730,AV_90,2,90
1210730,AV_99,2,99
1210730,AV_100,2,100
1210730,AV_101,2,101
1210730,AV_103,2,103
1210730,BO_0,4,0
1210730,BV_67,5,67
1210731,AI_2,0,2
1210731,AI_10,0,10
1210731,AI_1,1,1
1210731,AV_0,2,0
1210731,AV_1,2,1
1210731,AV_4,2,4
1210731,AV_9,2,9
1210731,AV_67,2,67
1210731,AV_68,2,68
1210731,AV_69,2,69
1210731,AV_70,2,70
1210731,AV_89,2,89
1210731,AV_90,2,90
1210731,AV_99,2,99
1210731,AV_100,2,100
1210731,AV_101,2,101
1210731,AV_103,2,103
1210731,BO_0,4,0
1210731,BV_67,5,67
1210732,AI_2,0,2
1210732,AI_10,0,10
1210732,AI_1,1,1
1210732,AV_0,2,0
1210732,AV_1,2,1
1210732,AV_4,2,4
1210732,AV_9,2,9
1210732,AV_67,2,67
1210732,AV_68,2,68
1210732,AV_69,2,69
1210732,AV_70,2,70
1210732,AV_89,2,89
1210732,AV_90,2,90
1210732,AV_99,2,99
1210732,AV_100,2,100
1210732,AV_101,2,101
1210732,AV_103,2,103
1210732,BO_0,4,0
1210732,BV_67,5,67
1210733,AI_2,0,2
1210733,AI_10,0,10
1210733,AI_1,1,1
1210733,AV_0,2,0
1210733,AV_1,2,1
1210733,AV_4,2,4
1210733,AV_9,2,9
1210733,AV_67,2,67
1210733,AV_68,2,68
1210733,AV_69,2,69
1210733,AV_70,2,70
1210733,AV_89,2,89
1210733,AV_90,2,90
1210733,AV_99,2,99
1210733,AV_100,2,100
1210733,AV_101,2,101
